sequence,translation,emotionbert sentiment,emotionbert confidence,greekbert v2 sentiment,greekbert v2 confidence,confidence diff (enhanced - original)
αυτομολια,desertion,Joy,0.3068077862262726,Disgust,0.9265672564506532,0.6197594702243806
αυτοπαθεια,one's own feeling,Disgust,0.5949514508247375,Sadness,0.4290604889392853,-0.16589096188545227
αυτοπτης,"seeing oneself, an eyewitness",Sadness,0.7399879097938538,Disgust,0.5136991739273071,-0.22628873586654663
αυτοστᾰδιη,"a stand-up fight, close fight",Disgust,0.6398059725761414,Joy,0.6514863967895508,0.011680424213409424
αυτοσχεδιαστης,one who acts,Trust,0.7748156785964966,Disgust,0.9999183416366576,0.22510266304016102
αυτοψια,a seeing with one's own eyes,Disgust,0.3048002123832702,Fear,0.9995763897895812,0.694776177406311
αυχημ,"a thing boasted of, a pride, boast",Fear,0.3943275809288025,Disgust,0.9998767375946044,0.6055491566658019
αυχησις,"boasting, exultation",Joy,0.5036662220954895,Disgust,0.999962568283081,0.49629634618759155
αυχμος,to burn,Disgust,0.7841824889183044,Joy,0.9784120917320251,0.1942296028137207
αφεσις,"a letting go, dismissal",Trust,0.6774195432662964,Joy,0.9943172335624696,0.3168976902961732
αφιππια,awkwardness in riding,Joy,0.8462985157966614,Disgust,0.9999433755874634,0.153644859790802
αφλοισμος,spluttering,Sadness,0.8138748407363892,Disgust,0.9999691247940063,0.1860942840576172
αφρηστης,the foamer,Fear,0.349207192659378,Disgust,0.6584551930427551,0.30924800038337713
αφυσγετος,the mud and filth,Surprise,0.5022316575050354,Disgust,0.9999302625656128,0.4976986050605774
αχαιις,the Achaian land,Joy,0.375728964805603,Anger,0.8014689087867737,0.42573994398117065
αχαινης,"with single points to his horns, a young deer",Disgust,0.3787091672420501,Joy,0.9999353885650636,0.6212262213230135
αχανη,a Persian measure,Anger,0.755839467048645,Joy,0.9997941851615906,0.24395471811294556
αχαρι,without grace,Anger,0.7233893275260925,Joy,0.9996055960655212,0.2762162685394287
αχαρναι,Acharnae,Anticipation,0.3646398186683655,Joy,0.6314985752105713,0.2668587565422058
αχθηδων,"a weight, burden",Disgust,0.8452521562576294,Joy,0.992355465888977,0.14710330963134766
αχρημᾰτια,want of money,Disgust,0.3676750659942627,Joy,0.9999661445617676,0.6322910785675049
αχῠρον,"husks, chaff, bran",Disgust,0.4557337760925293,Sadness,0.976549744606018,0.5208159685134887
αχῠρος,a chaff-heap,Sadness,0.4955578446388244,Disgust,0.9998779296875,0.5043200850486755
αψινθιον,wormwood,Joy,0.8266346454620361,Disgust,0.8803040981292725,0.05366945266723633
αψῡχια,"want of life: want of spirit, faint-heartedness",Sadness,0.6047307848930359,Trust,0.9996341466903688,0.3949033617973329
αωριη,a wrong time,Disgust,0.3550813496112823,Fear,0.9999648332595824,0.6448834836483002
βαγμα,a speech,Trust,0.355675607919693,Disgust,0.9997950196266174,0.6441194117069244
βαδος,a walk,Fear,0.5776011943817139,Joy,0.9999668598175048,0.4223656654357909
βαθος,depth,Trust,0.4356161952018738,Disgust,0.9999479055404664,0.5643317103385926
βᾰθρον,that on which anything stands,Fear,0.3041798174381256,Disgust,0.9999287128448486,0.695748895406723
βᾰθῠδινης,deep-eddying,Fear,0.8165918588638306,Disgust,0.9998719692230223,0.18328011035919178
βᾰθυτης,depth,Joy,0.8193637132644653,Disgust,0.9996045231819152,0.18024080991744984
βᾰθυχαιτης,"with deep, thick hair, Hes",Joy,0.3264164328575134,Disgust,0.9999377727508544,0.673521339893341
βακις,nan,Joy,0.4594689905643463,Disgust,0.9999662637710572,0.5404972732067109
βακλον,nan,Joy,0.7110774517059326,Disgust,0.9999661445617676,0.28888869285583496
βακτηρια,"a staff, cane",Surprise,0.3469255268573761,Fear,0.9587825536727904,0.6118570268154143
βακτηριον,nan,Disgust,0.4334264397621155,Surprise,0.8493896722793579,0.41596323251724243
βακχεια,"the feast of Bacchus, Bacchic frenzy, revelry",Joy,0.30132856965065,Disgust,0.9999641180038452,0.6986355483531952
βακχειος,"Bacchic, of",Trust,0.7874993085861206,Disgust,0.9999665021896362,0.21246719360351562
βακχιωτης,nan,Joy,0.5126858353614807,Disgust,0.9999641180038452,0.4872782826423645
βακχος,to shout,Joy,0.3978109657764435,Disgust,0.999968409538269,0.6021574437618256
βαλβις,the rope drawn across the race-course,Disgust,0.5534849762916565,Fear,0.9999614953994752,0.4464765191078187
βαμμα,"that in which a thing is dipped, dye",Trust,0.3816975653171539,Disgust,0.9999402761459352,0.6182427108287813
βαπτισμος,"a dipping in water, ablution",Joy,0.7311611771583557,Disgust,0.9783525466918944,0.2471913695335387
βαρβῐτος,a musical instrument of many strings,Fear,0.7510531544685364,Disgust,0.999935746192932,0.24888259172439564
βαρυβρεμετα,loud-thundering,Anger,0.7931427955627441,Fear,0.5182868242263794,-0.27485597133636475
βᾰρῠβρως,"gnawing, corroding",Disgust,0.617993175983429,Fear,0.9972301125526428,0.37923693656921387
βᾰρυθῡμια,sullenness,Disgust,0.7731920480728149,Anger,0.9486669898033142,0.17547494173049927
βᾰρυμηνις,"heavy in wrath, exceeding wrathful",Anger,0.7652574777603149,Sadness,0.9977424144744872,0.23248493671417225
βᾰρῠφροσυνη,"gloominess, indignation",Disgust,0.7425280213356018,Trust,0.9998421669006348,0.25731414556503296
βασιλει,"a queen, princess",Joy,0.5957464575767517,Fear,0.9997915625572203,0.40404510498046864
βασιληα,"a kingdom, dominion",Fear,0.5939570665359497,Joy,0.9999436140060424,0.40598654747009266
βᾰτις,the skate,Trust,0.9233453273773192,Joy,0.9840611815452576,0.06071585416793834
βατρᾰχος,a frog,Fear,0.5396015048027039,Disgust,0.9999425411224364,0.46034103631973255
βαττος,stammerer,Fear,0.8254057765007019,Disgust,0.9621994495391846,0.13679367303848267
βελεμνον,"a dart, javelin",Joy,0.6780587434768677,Fear,0.99922513961792,0.32116639614105236
βελος,jacio,Surprise,0.5055933594703674,Fear,0.999986171722412,0.49439281225204457
βεμβῐξ,nan,Disgust,0.4068205058574676,Fear,0.9998099207878112,0.5929894149303436
βενδις,the Thracian Artemis,Disgust,0.901766300201416,Joy,0.9999144077301024,0.09814810752868641
βηλος,"that on which one treads, the threshold",Fear,0.7959178686141968,Disgust,0.5665579438209534,-0.2293599247932434
βαττ,a wooded comb,Fear,0.848304033279419,Disgust,0.9999544620513916,0.15165042877197266
βιαιομαχας,fighting violently,Anger,0.6098884344100952,Disgust,0.9999456405639648,0.39005720615386963
βῐαστης,"one who uses force, a violent man",Fear,0.8171651363372803,Anger,0.999862551689148,0.18269741535186768
βιβλινος,", Biblian wine",Fear,0.3305495977401733,Disgust,0.9999547004699708,0.6694051027297976
βῐοδοτης,giver of life,Joy,0.6936492323875427,Disgust,0.999439775943756,0.30579054355621327
βῐοτεια,a way of life,Joy,0.6797555685043335,Disgust,0.9912328124046326,0.3114772439002991
βῐοτιον,a scant living,Joy,0.8586417436599731,Sadness,0.9564437866210938,0.0978020429611206
βλασφημια,a profane speech,Anger,0.8511128425598145,Disgust,0.7810657620429993,-0.07004708051681519
βλαυτη,a kind of slipper,Disgust,0.8453726172447205,Sadness,0.998634397983551,0.15326178073883057
βλεπος,a look,Fear,0.7553814649581909,Disgust,0.9997485280036926,0.2443670630455017
βλημα,"a throw, cast",Surprise,0.3622125089168548,Fear,0.9999818801879884,0.6377693712711336
βληχω,pennyroyal,Joy,0.465293288230896,Disgust,0.9997417330741882,0.5344484448432922
βοαγριον,a shield of wild bull's hide,Joy,0.4207927584648132,Disgust,0.9999549388885498,0.5791621804237366
βοαγρος,a wild bull,Fear,0.4550599455833435,Disgust,0.99982351064682,0.5447635650634765
βοᾱμα,"a shriek, cry",Fear,0.5349738597869873,Disgust,0.9998308420181274,0.46485698223114014
βοευς,a rope of ox-hide,Fear,0.5492246747016907,Anger,0.9786136746406556,0.42938899993896495
βοηδρομιων,the third Attic month,Joy,0.4135042130947113,Disgust,0.9974707365036012,0.5839665234088899
βοηθοος,"hasting to the battle-shout, hasting to battle",Trust,0.8980625867843628,Fear,0.9995858073234558,0.10152322053909302
βοηλᾰσια,"a driving of oxen, cattle-lifting",Disgust,0.3802571892738342,Joy,0.9998446702957152,0.6195874810218811
βοηνομος,nan,Joy,0.4265515208244324,Fear,0.6515670418739319,0.2250155210494995
βοθυνος,nan,Fear,0.3460504710674286,Disgust,0.9999058246612548,0.6538553535938262
βοιωταρχης,a Boeotarch,Fear,0.5968037843704224,Disgust,0.9980127811431884,0.401208996772766
βοιωτιη,Boeotia,Fear,0.4785471558570862,Joy,0.9997919201850892,0.521244764328003
βοιωτιδιον,nan,Disgust,0.4982767105102539,Joy,0.9999446868896484,0.5016679763793945
βοιωτις,Boeotian,Anger,0.550997257232666,Joy,0.9995070695877076,0.4485098123550416
βολβη,nan,Fear,0.7997307181358337,Disgust,0.9999572038650512,0.20022648572921742
βολις,a javelin,Fear,0.7855640649795532,Disgust,0.9999557733535768,0.21439170837402355
βολιτον,cow-dung,Fear,0.5756235718727112,Joy,0.9585447907447816,0.3829212188720704
βολοκτῠπιη,the rattling of the dice,Disgust,0.8049774765968323,Fear,0.8058562874794006,0.0008788108825683594
βολος,"a throw with a casting-net, a cast",Joy,0.3888264298439026,Fear,0.9999483823776244,0.6111219525337218
βορα,"eatage, meat",Fear,0.6787588596343994,Disgust,0.999963402748108,0.3212045431137086
βοσις,food,Joy,0.9085318446159364,Fear,0.999963641166687,0.09143179655075062
βοσκημα,that which is fed,Fear,0.4171840846538543,Disgust,0.9947434663772584,0.5775593817234042
βοτον,a beast,Fear,0.8986933827400208,Joy,0.999551236629486,0.10085785388946522
βουβρωστις,eating enormously,Fear,0.7698003649711609,Disgust,0.999963402748108,0.23016303777694713
βουθοινης,beef-eater,Trust,0.2984859347343445,Disgust,0.9999622106552124,0.7014762759208679
βωκος,cowherd,Fear,0.5783198475837708,Disgust,0.6544249653816223,0.07610511779785156
βουκολια,a herd of cattle,Fear,0.6207112073898315,Disgust,0.9999669790267944,0.3792557716369629
βωκος,nan,Fear,0.5783198475837708,Disgust,0.6544249653816223,0.07610511779785156
βουλαρχος,chief of the senate,Trust,0.8432025909423828,Joy,0.9611913561820984,0.11798876523971558
βουλευσις,deliberation,Trust,0.2760676145553589,Disgust,0.9998621940612792,0.7237945795059203
βουλῡτος,"the time for unyoking oxen, evening",Disgust,0.8032606244087219,Trust,0.8939446806907654,0.09068405628204346
βουνος,"a hill, mound",Fear,0.57094806432724,Disgust,0.9999676942825316,0.42901962995529164
βουτομον,"butomus, the flowering rush",Trust,0.4091533720493316,Fear,0.9760922193527222,0.5669388473033905
βουφονια,sc,Fear,0.4373399019241333,Anger,0.9819796085357666,0.5446397066116333
βουφορβια,a herd of oxen,Fear,0.4539567530155182,Disgust,0.9999651908874512,0.546008437871933
βοωνα,an officer who bought oxen for the sacrifices,Joy,0.5698855519294739,Disgust,0.9999340772628784,0.43004852533340454
βρᾰβευς,the judge who assigned the prizes at the games,Trust,0.460251122713089,Joy,0.9999680519104004,0.5397169291973114
βραγχος,hoarseness,Fear,0.5023010969161987,Disgust,0.9999617338180542,0.49766063690185547
βρακος,a rich woman's-garment,Fear,0.5990575551986694,Disgust,0.9999445676803588,0.40088701248168934
βρᾰχιων,the arm,Disgust,0.5657305717468262,Fear,0.6312214732170105,0.06549090147018433
βρᾰχῠλογια,brevity in speech,Anger,0.5173875093460083,Disgust,0.9999655485153198,0.4825780391693115
βρεγμα,the front part of the head,Disgust,0.4365297555923462,Fear,0.9999841451644896,0.5634543895721434
βρεξις,a wetting,Disgust,0.5642013549804688,Fear,0.9998860359191896,0.4356846809387208
βρετας,a wooden image of a god,Joy,0.7004247307777405,Fear,0.9999850988388062,0.2995603680610657
βρῐαρεως,Aegaeon,Joy,0.6886346936225891,Fear,0.9999468326568604,0.31131213903427124
βριθος,weight,Disgust,0.7754546403884888,Fear,0.9999816417694092,0.2245270013809204
βρῑμη,"strength, bulk",Disgust,0.5388995409011841,Fear,0.999933123588562,0.46103358268737793
βρογχος,nan,Fear,0.5433672070503235,Disgust,0.9999611377716064,0.45659393072128296
βροχη,rain,Fear,0.8601904511451721,Joy,0.9999550580978394,0.13976460695266724
βρωτηρ,eating,Joy,0.4255883693695068,Disgust,0.9999455213546752,0.5743571519851685
βυρσα,"the skin stripped off, a hide",Fear,0.7200915813446045,Disgust,0.9999594688415528,0.27986788749694835
βυσσωμα,"nets, which stopped the passage",Disgust,0.8455902338027954,Fear,0.9999370574951172,0.15434682369232178
βωλος,"a lump of earth, a clod",Disgust,0.2847127020359039,Fear,0.99863463640213,0.7139219343662262
βωτῐανειρα,"man-feeding, nurse of heroes",Joy,0.7748459577560425,Disgust,0.9999598264694214,0.2251138687133789
γᾱζοφυλαξ,a treasurer,Fear,0.8816635608673096,Trust,0.7955002188682556,-0.08616334199905396
γαλ,milk,Trust,0.3665246367454529,Fear,0.5172570943832397,0.15073245763778687
γαλ,"a weasel, marten-cat",Trust,0.3665246367454529,Fear,0.5172570943832397,0.15073245763778687
γᾰληνη,"stillness of the sea, calm",Joy,0.6486051082611084,Fear,0.9982650876045228,0.3496599793434144
γαλως,a husband's sister,Fear,0.6050772666931152,Joy,0.9998838901519777,0.3948066234588624
γαμβρος,any one connected by marriage,Joy,0.5956698656082153,Disgust,0.998685896396637,0.40301603078842163
γᾰμετη,"a married woman, wife",Trust,0.5219727158546448,Joy,0.9915183186531068,0.469545602798462
γαμετα,"a husband, spouse",Trust,0.55649733543396,Joy,0.8886100649833679,0.33211272954940796
γαμηλιων,the seventh month of the Attic year,Joy,0.8661236763000488,Disgust,0.905318796634674,0.03919512033462513
γαμφηλαι,the jaws,Joy,0.8907577991485596,Disgust,0.9997846484184264,0.10902684926986683
γανος,"brightness, sheen: gladness, joy, pride",Joy,0.4172623753547668,Fear,0.9999839067459106,0.5827215313911438
γαργᾰρα,"heaps, lots, plenty",Fear,0.5763841867446899,Disgust,0.9993589520454408,0.42297476530075084
γαστρη,the lower part,Surprise,0.6539599299430847,Fear,0.999976634979248,0.34601670503616333
γαυρωμ,a subject for boasting,Fear,0.6455560922622681,Disgust,0.9999300241470336,0.3543739318847655
γαυσαπης,rough cloth,Trust,0.4454084932804107,Disgust,0.9999592304229736,0.5545507371425629
γεεννα,ge-hinnom,Sadness,0.5053109526634216,Disgust,0.9558517932891846,0.45054084062576294
γειτνιᾱσις,neighbourhood: the neighbours,Sadness,0.4013304114341736,Disgust,0.9999617338180542,0.5986313223838806
γενεᾱλογια,the making a pedigree,Disgust,0.3967714309692383,Joy,0.9996644258499146,0.6028929948806763
γενεᾱλογος,a genealogist,Joy,0.3965789973735809,Disgust,0.9999182224273682,0.6033392250537872
γενεη,"race, stock, family",Sadness,0.8101319670677185,Fear,0.9189273118972778,0.10879534482955933
γενεθλη,"race, tock, family",Trust,0.9220531582832336,Joy,0.9998873472213744,0.07783418893814076
γενειητης,bearded,Joy,0.3591199517250061,Disgust,0.9999510049819946,0.6408310532569885
γενειον,"the part covered by the beard, the chin",Joy,0.4437423646450043,Disgust,0.9943698048591614,0.5506274402141571
γενεσις,"an origin, source, productive cause",Joy,0.5042207837104797,Disgust,0.9612475037574768,0.45702672004699707
γεννα,"descent, birth",Disgust,0.2619428932666778,Joy,0.9992280006408693,0.7372851073741915
γεννημ,that which is produced,Fear,0.4525262713432312,Joy,0.8117088079452515,0.35918253660202026
γεννητα,a parent,Sadness,0.7271546721458435,Disgust,0.9732259511947632,0.24607127904891968
γενος,"race, stock, family",Sadness,0.5545310974121094,Joy,0.9642789959907532,0.4097478985786438
γενῠς,the under jaw,Surprise,0.3252430856227875,Disgust,0.9950677156448364,0.669824630022049
γεροντιον,a little old man,Disgust,0.3999429047107696,Joy,0.9999234676361084,0.5999805629253387
γεροντοδῐδασκᾰλος,an old man's master,Disgust,0.5057099461555481,Trust,0.9980999827384948,0.49239003658294667
γερροφοροι,a kind of troops that used wicker shields,Joy,0.4024234116077423,Fear,0.9999606609344482,0.5975372493267059
γερων,an old man,Fear,0.6106120347976685,Joy,0.7155466079711914,0.10493457317352295
γευμ,"a taste, smack",Disgust,0.8570763468742371,Joy,0.9998327493667604,0.1427564024925233
γεφυρ,"a dyke, dam",Fear,0.7881041169166565,Joy,0.9999628067016602,0.21185868978500366
γεφῡριστης,a reviler,Surprise,0.4204300045967102,Joy,0.9999619722366332,0.579531967639923
γεφῡροποιος,bridge-maker,Surprise,0.6874858140945435,Disgust,0.9985450506210328,0.31105923652648937
γεωγρᾰφια,geography,Fear,0.5333186984062195,Joy,0.999908208847046,0.4665895104408265
γεωμετριη,geometry,Fear,0.6191808581352234,Disgust,0.9999628067016602,0.38078194856643677
γεωπεινης,poor in land,Fear,0.849570631980896,Joy,0.999909520149231,0.15033888816833496
γεωπονος,a husbandman,Disgust,0.3881163895130157,Joy,0.9302307367324828,0.5421143472194672
γηροκομια,care of the aged,Fear,0.7574472427368164,Joy,0.9999667406082152,0.24251949787139881
γηθυον,a leek,Fear,0.4275843501091003,Joy,0.9999655485153198,0.5723811984062195
γλᾰγοπηξ,curdling milk,Fear,0.6354103088378906,Disgust,0.9999700784683228,0.36455976963043213
γλᾰγος,milk,Fear,0.400418072938919,Disgust,0.999893069267273,0.5994749963283539
γλᾰμων,blear-eyed,Joy,0.7334050536155701,Disgust,0.9999654293060304,0.2665603756904603
γλαυκωψ,"with gleaming eyes, brighteyed",Fear,0.3622510433197021,Disgust,0.999927282333374,0.6376762390136719
γλαυξ,the owl,Joy,0.7827689051628113,Disgust,0.999969720840454,0.2172008156776427
γληνη,the pupil,Sadness,0.3728964030742645,Disgust,0.9284389019012452,0.5555424988269807
γλουτος,the rump,Surprise,0.2661845684051513,Disgust,0.5373240113258362,0.27113944292068487
γλυφειον,"a tool for carving, knife, chisel",Joy,0.5560469627380371,Disgust,0.999967098236084,0.4439201354980469
γλυφις,the notched end,Anger,0.6947205066680908,Disgust,0.9999477863311768,0.30522727966308594
γναθμος,the jaw,Fear,0.4871004521846771,Disgust,0.9924423694610596,0.5053419172763824
γνοφος,nan,Sadness,0.2482974380254745,Fear,0.9999552965164183,0.7516578584909439
γνωμολογια,a speaking in maxims,Disgust,0.6320592761039734,Trust,0.9036574959754944,0.271598219871521
γνωμοσυνη,"prudence, judgment",Trust,0.5164765119552612,Disgust,0.9673822522163392,0.450905740261078
γνωτος,"perceived, understood, known",Joy,0.5163882374763489,Trust,0.9980412721633912,0.48165303468704235
γοης,"one who howls out enchantments, a sorcerer, enchanter",Fear,0.4390091598033905,Joy,0.9740713238716124,0.5350621640682219
γοητα,a wailer,Surprise,0.4426615834236145,Joy,0.8112618327140808,0.3686002492904663
γοητις,bewitching,Fear,0.3526537716388702,Joy,0.948482096195221,0.5958283245563507
γομφος,a bolt,Fear,0.7157676219940186,Disgust,0.995512306690216,0.2797446846961974
γομφωτηρ,a ship-builder,Disgust,0.8213395476341248,Fear,0.999946117401123,0.1786065697669983
γονευς,"a begetter, father",Disgust,0.4907433688640594,Fear,0.751477062702179,0.26073369383811956
γοος,"weeping, wailing, groaning, howling, mourning, lamentation",Fear,0.5032271146774292,Joy,0.984545111656189,0.48131799697875977
γοργω,the Gorgon,Joy,0.922379195690155,Fear,0.9999778270721436,0.07759863138198853
γουνος,a hill,Joy,0.6352473497390747,Fear,0.9999563694000244,0.3647090196609497
γραμμ,that which is drawn,Anger,0.3644699156284332,Disgust,0.9999700784683228,0.6355001628398895
γραμμᾰτιδιον,small tablets,Surprise,0.5901020169258118,Disgust,0.9999657869338988,0.40986377000808705
γραμμᾰτειον,"that on which one writes, tablets",Joy,0.5203176736831665,Trust,0.999806582927704,0.47948890924453746
γραμμᾰτιστης,one who teaches,Trust,0.6596580743789673,Disgust,0.9999657869338988,0.34030771255493153
γραμμᾰτοφῠλακιον,a box for keeping records,Trust,0.5607239007949829,Fear,0.999163031578064,0.43843913078308105
γραμμη,the stroke,Surprise,0.308472216129303,Fear,0.966435968875885,0.657963752746582
γραπτηρ,a writer,Trust,0.939899742603302,Disgust,0.6158555746078491,-0.3240441679954529
γραπτυς,"a scratching, tearing",Anger,0.27696293592453,Disgust,0.9999666213989258,0.7230036854743958
γρῑπηις,of fishing,Anger,0.6791748404502869,Joy,0.9350759983062744,0.25590115785598755
γριπων,a fisherman,Fear,0.5450032353401184,Disgust,0.9840392470359802,0.4390360116958618
γυλιος,a long-shaped wallet,Joy,0.4387471675872803,Disgust,0.9855035543441772,0.546756386756897
γυμνᾰσια,exercise,Disgust,0.7236766219139099,Joy,0.9631849527359008,0.23950833082199086
γυμνητα,naked,Anticipation,0.3698818981647491,Disgust,0.999863862991333,0.6299819648265839
γῠναικονομος,to maintain good manners among the women,Disgust,0.4839939177036285,Trust,0.9998809099197388,0.5158869922161102
γυννις,a womanish man,Anger,0.6290011405944824,Disgust,0.9989537000656128,0.36995255947113037
γῡψ,a vulture,Trust,0.2899897694587707,Disgust,0.4978401660919189,0.2078503966331482
γωρῡτος,"a bow-case, quiver",Disgust,0.6723536849021912,Fear,0.9999446868896484,0.3275910019874573
δαδιον,firewood,Surprise,0.7039824724197388,Joy,0.999954342842102,0.2959718704223633
δᾱηρ,"a husband's brother, brother, in-law",Surprise,0.4097505211830139,Joy,0.9999146461486816,0.5901641249656677
δαιμων,to divide,Anger,0.6856693625450134,Disgust,0.9805148839950562,0.2948455214500427
δαιτα,"a feast, banquet",Disgust,0.6736631989479065,Joy,0.9945865869522096,0.3209233880043031
δαιτρος,one that carves,Disgust,0.5084289908409119,Joy,0.999955415725708,0.49152642488479614
δαιτροσυνη,"the art of carving meat, a helping at table",Trust,0.6482892036437988,Disgust,0.999692440032959,0.35140323638916016
δᾰκος,"an animal of which the bite is dangerous, a noxious beast",Surprise,0.5689144134521484,Disgust,0.7790117859840393,0.21009737253189087
δακτῠληθρα,a finger-sheath,Fear,0.4411346316337585,Disgust,0.9999651908874512,0.5588305592536926
δᾱλος,"a fire-brand, piece of blazing wood",Joy,0.9364299774169922,Fear,0.5049017071723938,-0.4315282702445984
δᾰμαρ,"a wife, spouse",Disgust,0.3865121603012085,Joy,0.649406909942627,0.26289474964141846
δᾰματειρα,one who tames,Joy,0.60635906457901,Disgust,0.9969764947891236,0.39061743021011364
δᾱμωματα,songs sung in public,Joy,0.6659178137779236,Disgust,0.998859167098999,0.33294135332107544
δανειστης,a money-lender,Trust,0.2948131859302521,Joy,0.9412766098976136,0.6464634239673616
δαος,"a firebrand, torch",Anger,0.4477230906486511,Joy,0.9387171268463136,0.49099403619766246
δαρῐαν,Darius,Trust,0.8231044411659241,Joy,0.9999635219573976,0.1768590807914735
δᾰσῠπους,rough-foot,Joy,0.6510226726531982,Disgust,0.9999473094940186,0.3489246368408203
δασυχαιτης,shaggy-haired,Anger,0.5727343559265137,Disgust,0.9999599456787108,0.42722558975219715
δεικηλον,"a representation, exhibition",Disgust,0.662954568862915,Joy,0.9999653100967408,0.3370107412338258
δειλη,afternoon,Sadness,0.8570338487625122,Joy,0.999647617340088,0.1426137685775758
δειν,"such an one, a certain one",Surprise,0.3830277621746063,Trust,0.999932050704956,0.6169042885303497
δεινοτης,terribleness,Surprise,0.7302204966545105,Disgust,0.5637046098709106,-0.16651588678359985
δεινωσις,exaggeration,Joy,0.7035849690437317,Sadness,0.932938516139984,0.22935354709625233
δειπνον,the principal meal,Joy,0.6937629580497742,Disgust,0.9968770742416382,0.303114116191864
δειρας,the ridge of a chain of hills,Fear,0.9449548721313475,Joy,0.9999256134033204,0.05497074127197288
δερη,"the neck, throat",Fear,0.4701587557792663,Joy,0.9811683893203736,0.5110096335411074
δεκαγονια,the tenth generation,Disgust,0.4548733234405517,Joy,0.9999103546142578,0.545037031173706
δεκαετηρις,ten-yearly,Joy,0.5552247762680054,Disgust,0.9999125003814696,0.44468772411346424
δεκας,a decad: a company of ten,Disgust,0.5540040731430054,Joy,0.999847412109375,0.44584333896636963
δεκᾰτεια,nan,Disgust,0.904202163219452,Joy,0.994151771068573,0.08994960784912098
δεκατη,nan,Sadness,0.4978756904602051,Joy,0.9999494552612304,0.5020737648010253
δεκελεια,Deceleia,Disgust,0.4038507342338562,Joy,0.9417740106582642,0.537923276424408
δεκετης,lasting ten years,Disgust,0.4436753094196319,Trust,0.9973848462104796,0.5537095367908478
δεκτης,a receiver: a beggar,Disgust,0.6690989136695862,Joy,0.999419331550598,0.33032041788101185
δελτιον,nan,Joy,0.3297517895698547,Fear,0.581045925617218,0.25129413604736334
δελφος,nan,Fear,0.753354549407959,Disgust,0.999919295310974,0.24656474590301503
δελφυς,the womb,Joy,0.6437070965766907,Disgust,0.9998955726623536,0.35618847608566295
δενδροκομης,of a woodman,Trust,0.6910433769226074,Joy,0.9999597072601318,0.3089163303375244
δεννος,"a reproach, disgrace",Surprise,0.2669872939586639,Fear,0.9999535083770752,0.7329662144184113
δεξιοτης,"dexterity, cleverness",Disgust,0.7005206942558289,Joy,0.922423541545868,0.22190284729003917
δεων,"that which is binding, needful, right, proper",Anger,0.5102028846740723,Joy,0.9999699592590332,0.48976707458496094
δεος,"fear, alarm, affright",Joy,0.7408841848373413,Fear,0.9999874830245972,0.25910329818725586
δεραγκη,a collar,Fear,0.5399454236030579,Disgust,0.7304043769836426,0.19045895338058472
δεραιοπεδη,a collar,Fear,0.7799035310745239,Disgust,0.9966782331466676,0.21677470207214367
δερμ,"the skin, hide",Fear,0.4675889909267425,Joy,0.9999600648880004,0.5323710739612579
δερρις,a leathern covering,Fear,0.5207719802856445,Disgust,0.999969244003296,0.4791972637176515
δεσμωτηριον,a prison,Disgust,0.4660963416099548,Joy,0.9998445510864258,0.533748209476471
δεσμωτης,"a prisoner, captive",Disgust,0.6459914445877075,Fear,0.73124760389328,0.08525615930557251
δεσποτισκος,nan,Disgust,0.4506257772445678,Joy,0.9604104161262512,0.5097846388816833
δεσποτις,nan,Trust,0.6355168223381042,Joy,0.9999374151229858,0.3644205927848816
δετη,"sticks bound up, a fagot, torch",Sadness,0.4689444005489349,Joy,0.9904937148094176,0.5215493142604828
δευμα,that which is wet,Surprise,0.2709894478321075,Disgust,0.7095407247543335,0.438551276922226
δευτερᾰγωνιστης,the actor who takes second-class parts,Fear,0.5363104939460754,Disgust,0.9999570846557616,0.46364659070968617
δευτερειον,the second prize,Fear,0.3807605803012848,Joy,0.9996376037597656,0.6188770234584808
δηγμος,the act of biting,Anger,0.4741189181804657,Disgust,0.9999629259109496,0.5258440077304839
δηιοτης,"battle-strife, battle, death",Sadness,0.4787419438362121,Joy,0.9999685287475586,0.5212265849113464
δηλημα,"a mischief, bane",Sadness,0.2761216163635254,Joy,0.9856087565422058,0.7094871401786804
δηλησις,"mischief, ruin, bane",Surprise,0.3642797470092773,Joy,0.973217248916626,0.6089375019073486
δηλητηρ,a destroyer,Fear,0.7845879197120667,Trust,0.9985709190368652,0.21398299932479858
δημᾰγωγος,a popular leader,Joy,0.4950159192085266,Disgust,0.999704658985138,0.5046887397766114
δημαρχια,the office,Disgust,0.4641879498958587,Fear,0.9630506038665771,0.49886265397071844
δημαρχος,a governor of the people,Anger,0.6308053731918335,Joy,0.9987963438034058,0.36799097061157227
δημεραστης,a friend of the people,Trust,0.3553110361099243,Disgust,0.9999496936798096,0.6446386575698853
δημευσις,confiscation of one's property,Anger,0.8006312847137451,Disgust,0.986376941204071,0.18574565649032593
δημηγορος,a popular orator,Trust,0.6685828566551208,Joy,0.9999101161956788,0.331327259540558
δημοθοινια,a public feast,Anger,0.8543491363525391,Joy,0.99985933303833,0.1455101966857909
δημοκρᾰτια,"democracy, popular government",Trust,0.4543771743774414,Joy,0.9993359446525574,0.544958770275116
δημοτης,"one of the people, a commoner, plebeian",Trust,0.4181325137615204,Joy,0.999963402748108,0.5818308889865876
